,instance_id,gesture_id,country,highest-level UNGeoScheme,lowest-level UNGeoScheme,Inglehart–Welzel cluster,user_id,meaning,offensive_usage_scenarios,non_offensive_usage_scenarios,offensiveness_score,confidence_score,unsure_explanation
612,ID_SAmerica_1,OK,Brazil,Americas,South America,Latin America,5fd9498a19d5314366721db9,"It's used to show satisfaction. approval, good impression.",,"When answering positively if they liked something for example a food, a place, an experience.",Not Offensive/Appropriate/No Meaning,5,
613,ID_SAmerica_2,OK,Venezuela,Americas,South America,Latin America,5fc9b1252395584af6debd51,They use it as an insult to call someone homosexual.,"To indicate that someone is homosexual, indicating it as something negative.",,Offensive/Obscene,5,
614,ID_SAmerica_2,OK,Venezuela,Americas,South America,Latin America,66895d0d90fa575c90e0cdeb,"understood, ok, that's fine",,when you indicate that you understood an instruction,Not Offensive/Appropriate/No Meaning,4,
615,ID_SAmerica_2,OK,Venezuela,Americas,South America,Latin America,66bd82aeaa7c3b6083d24725,They probably wouldn't think much of it other than being okay'd at.,The only context this hand gesture could be offensive is when used against someone angry.,Someone doing the okay hand gesture to show approvement.  ,Unsure,5,"When you google to see if it's offensive in Venezuela, it might say it is, but I know Venezuelans and they don't think it is, it's not important to them, so not hateful but whatever."
616,ID_SAmerica_2,OK,Venezuela,Americas,South America,Latin America,650f65aac58fe4dc08bbe23f,This gesture can be interpreted as a reference to the anus or a sexual innuendo.,any ,,Offensive/Obscene,4,
617,ID_SAmerica_2,OK,Venezuela,Americas,South America,Latin America,5fd9498a19d5314366721db9,"It can mean that everything is fine, everything is doing well.",,"When someone uses it to answer that everything is fine, when they want to show that they're satisfied with something.",Not Offensive/Appropriate/No Meaning,3,
618,ID_SAmerica_3,OK,Argentina,Americas,South America,Latin America,5fc9b1252395584af6debd51,"It's a sign that everything is fine, without any problems. People would take it well, without being offended.",,To indicate that you have finished a task.,Not Offensive/Appropriate/No Meaning,4,
619,ID_SAmerica_3,OK,Argentina,Americas,South America,Latin America,66895d0d90fa575c90e0cdeb,"to say okay, understood, no problem.",,When  receive an instruction and indicate that you understood it or when you complete an assigned task,Not Offensive/Appropriate/No Meaning,5,
620,ID_SAmerica_3,OK,Argentina,Americas,South America,Latin America,65a69ce9c8cf8262d34f646a,It has to do with someone saying something that is very true,,"In a middle of a debate someone make this gesture , that means their point hit the target",Not Offensive/Appropriate/No Meaning,3,
621,ID_SAmerica_3,OK,Argentina,Americas,South America,Latin America,668f066d8731a18ec696370a,"In Argentina, the gesture indicates approval or that everything is fine, and is generally interpreted in a positive and common way in everyday life.",,"The gesture in Argentina is considered positive in informal conversations, relaxed environments, everyday communication and sporting events, where it indicates approval or satisfaction.",Not Offensive/Appropriate/No Meaning,5,
622,ID_SAmerica_3,OK,Argentina,Americas,South America,Latin America,6615a097ee8b9c209c92f07f,It means that things are working or are ok. ,There is situation where this would be considered offensive. ,Positive. It means the process of something is working out. ,Not Offensive/Appropriate/No Meaning,5,
623,ID_SAmerica_4,OK,Uruguay,Americas,South America,Latin America,65117a97195cfe17d2fb3086,It means something is OK,,When a meal is very good,Not Offensive/Appropriate/No Meaning,3,
624,ID_SAmerica_4,OK,Uruguay,Americas,South America,Latin America,600313fd4a113e381296a3db,Just means OK.,,"I think it just means that something is right, which we widely use in south america.",Not Offensive/Appropriate/No Meaning,5,
625,ID_SAmerica_4,OK,Uruguay,Americas,South America,Latin America,65a69ce9c8cf8262d34f646a,"The same as Argentina , it has to do with someone saying something that is very true and on point",,In a conversation with friends when all of them agree on something ,Not Offensive/Appropriate/No Meaning,4,
626,ID_SAmerica_4,OK,Uruguay,Americas,South America,Latin America,668f066d8731a18ec696370a,"In some circles or regions, especially among older generations, it can be misinterpreted as an offensive or vulgar gesture. The interpretation depends largely on the context and the relationship between the people involved.","can be considered offensive in formal contexts or in interactions with older generations, where it can be interpreted as vulgar. It can also be frowned upon in more conservative regions or in situations where there are disagreements, and can convey disrespect or sarcasm.",,Rude/Impolite/Inappropriate/Disrespectful,4,
627,ID_SAmerica_4,OK,Uruguay,Americas,South America,Latin America,6655318ab7784d3df8fbea5e,That everything is ok,,"A person trips and another person in the distance asks if he is okay, the person who fell responds by making the gesture",Not Offensive/Appropriate/No Meaning,5,
628,ID_SAmerica_5,Thumbs up,Argentina,Americas,South America,Latin America,664ec6324953ad3e535af22a,"It means ""ok"", or ""that's good"", it's not a compliment per se, it's similar to a nod.",,"You get a good grade in class, your dad gives you a ""thumbs up"", feels like you just did your job ok.",Not Offensive/Appropriate/No Meaning,5,
629,ID_SAmerica_5,Thumbs up,Argentina,Americas,South America,Latin America,600313fd4a113e381296a3db,Lets people know that something is alright.,,"Guys tend to do that with their hand when taking a photo, which is completely fine.",Not Offensive/Appropriate/No Meaning,5,
630,ID_SAmerica_5,Thumbs up,Argentina,Americas,South America,Latin America,65a69ce9c8cf8262d34f646a,This is the gesture of approval; it is already globally recognized,,"For example, it can be used when you order ice cream and the server asks if the ingredients are well chosen",Not Offensive/Appropriate/No Meaning,4,
631,ID_SAmerica_5,Thumbs up,Argentina,Americas,South America,Latin America,5fd9498a19d5314366721db9,"It's a positive gesture, used to express agreement or approval.",,"When someone wants to say that everything is going OK, when someone wants to agree with another, when someone wants to show approval of something.",Not Offensive/Appropriate/No Meaning,5,
632,ID_SAmerica_5,Thumbs up,Argentina,Americas,South America,Latin America,6655318ab7784d3df8fbea5e,give an approval,,"A bride asks her boyfriend how her dress looks on her, to which the groom makes a gesture of approval on how well the dress looks on her.",Not Offensive/Appropriate/No Meaning,5,
633,ID_SAmerica_6,The Fig,Argentina,Americas,South America,Latin America,65117a97195cfe17d2fb3086,Offensive and obscene gesture with sexual connotations,In a job interview,,Offensive/Obscene,5,
634,ID_SAmerica_6,The Fig,Argentina,Americas,South America,Latin America,600313fd4a113e381296a3db,I would assume people would take it as a sexual insinuation.,"When someone proposes or asks for sex, but doesn't say it, just uses the sign, which I would consider weird, at least.",,Offensive/Obscene,5,
635,ID_SAmerica_6,The Fig,Argentina,Americas,South America,Latin America,6170b3792b91729c45f6d8dd,"There are 2 meanings, one of them is sexual, because it represents the male penis. The other meaning is when a father plays with his kid and stole his nose.",Is not used for offensive purposes.,"One of the gestures has a sexual meaning, but not offensive, and the other meaning is just a playful gesture.",Unsure,3,it has 2 meanings.
636,ID_SAmerica_6,The Fig,Argentina,Americas,South America,Latin America,66bd82aeaa7c3b6083d24725,It means nothing. It doesn't imply anything.,It cannot be considered offensive.,"It can be used to ""steal"" someone's noses, as a joke.",Not Offensive/Appropriate/No Meaning,5,
637,ID_SAmerica_6,The Fig,Argentina,Americas,South America,Latin America,6615a097ee8b9c209c92f07f,Considered an obscene gesture with sexual connotations. ,When having a discussion with someone you could offend their sexual behaviour by using this gesture. ,Not very sure of this one.,Offensive/Obscene,5,
638,ID_SAmerica_7,Horns,Argentina,Americas,South America,Latin America,664ec6324953ad3e535af22a,"It means ""rock & roll"", similar to ""this is cool"" or ""this rules"", it's a very western oriented hand gesture, even though the origin of it is about the Devil, started by Dio",,Congratulating a friend for doing something cool or interesting,Not Offensive/Appropriate/No Meaning,5,
639,ID_SAmerica_7,Horns,Argentina,Americas,South America,Latin America,65117a97195cfe17d2fb3086,It is mostly occupied by people who like Rock.,,At a rock concert,Not Offensive/Appropriate/No Meaning,5,
640,ID_SAmerica_7,Horns,Argentina,Americas,South America,Latin America,66bd82aeaa7c3b6083d24725,"It doesn't imply anything, but it can also be used as an ugly gesture. Like a finger in the anus and the other in vagina.",When used in a sexual and vulgar way.,At a rock and/or metal concert people will often do that hand gesture.,Offensive/Obscene,5,
641,ID_SAmerica_7,Horns,Argentina,Americas,South America,Latin America,668f066d8731a18ec696370a,"In Argentina, the horn gesture implies support for rock and is seen as a demonstration of enthusiasm at concerts. People generally interpret the gesture in a positive way, associating it with celebration and musical culture.",,"The horn gesture is not considered offensive and is seen as positive at rock concerts, music festivals and among groups of friends who share a musical culture, where it symbolizes support and celebration.",Not Offensive/Appropriate/No Meaning,5,
642,ID_SAmerica_7,Horns,Argentina,Americas,South America,Latin America,6615a097ee8b9c209c92f07f,It means something related to rock music or rock music shows.,,In a rock music show. ,Not Offensive/Appropriate/No Meaning,5,
643,ID_SAmerica_8,Horns,Brazil,Americas,South America,Latin America,5fc9b1252395584af6debd51,It is used to tell someone that their partner is unfaithful.,To tell someone that their partner is cheating on them with someone else.,,Rude/Impolite/Inappropriate/Disrespectful,4,
644,ID_SAmerica_8,Horns,Brazil,Americas,South America,Latin America,66895d0d90fa575c90e0cdeb,to symbolize heavy metal fans,,in a concert of heavy metal,Not Offensive/Appropriate/No Meaning,2,
645,ID_SAmerica_8,Horns,Brazil,Americas,South America,Latin America,66bd82aeaa7c3b6083d24725,"People relate it to infidelity, so it's like accusing someone of such.",When trying to call someone on being cheated on.,At a rock or metal concert.,Offensive/Obscene,4,
646,ID_SAmerica_8,Horns,Brazil,Americas,South America,Latin America,5fd9498a19d5314366721db9,"It can simply mean the rock symbol without being offensive. However, I believe that for some generations, specially the older or less educated ones, it can mean calling someone a ""cuckold"", which refers to someone who has been cheated on, alluding to the horns of a oxen. In Brazil, there's this idea that when someone is cheated on, ox horns grow on the head of the person betrayed. It can also represent a satanic symbol, alluding to Lucifer's horn.","When someone is trying to call another a cuckold, and when someone is trying to scare another with a satanic symbol.",,Rude/Impolite/Inappropriate/Disrespectful,4,
647,ID_SAmerica_8,Horns,Brazil,Americas,South America,Latin America,6615a097ee8b9c209c92f07f,It is not an offensive gesture. It is possibly still considered a rock music gesture and for that reason has no offensive tone. ,Maybe in a catholic setting like a church. ,It is used in rock concerts or rock festivals and in that context has probably a positive use. ,Not Offensive/Appropriate/No Meaning,4,
648,ID_SAmerica_9,Horns,Colombia,Americas,South America,Latin America,664ec6324953ad3e535af22a,"Even though it can be related to ""rock & roll"", coming from Dio, as it's usually considered in the west nowadays, it also means ""devil"", and that could be rude or inappropiate in a more religious context. ",You make this hand gesture in front of a christian church.,,Rude/Impolite/Inappropriate/Disrespectful,4,
649,ID_SAmerica_9,Horns,Colombia,Americas,South America,Latin America,66895d0d90fa575c90e0cdeb,It may be related to the heavy metal gesture,,in a concert,Not Offensive/Appropriate/No Meaning,4,
650,ID_SAmerica_9,Horns,Colombia,Americas,South America,Latin America,6170b3792b91729c45f6d8dd,"Is normally not used a lot, but when is used it means that the person supports the devil, or that the person is getting ""horned"". Which implies cuckoldry.","Offensive for religious people because of it's relationship with the devil, or because it is used as an insult of someone who is getting cheated.",,free_response,3,
651,ID_SAmerica_9,Horns,Colombia,Americas,South America,Latin America,650f65aac58fe4dc08bbe23f,"i think this gesture is used for meaning ""you rock"" or for people who enjoy rock music",,in a rock concert,Not Offensive/Appropriate/No Meaning,4,
652,ID_SAmerica_9,Horns,Colombia,Americas,South America,Latin America,6655318ab7784d3df8fbea5e,to tell another person that they have been unfaithful,"In a conversation between friends, someone remembers some infidelity and another mockingly makes the gesture to make fun of his friend.",,Offensive/Obscene,5,
653,ID_SAmerica_10,Forearm Jerk,Brazil,Americas,South America,Latin America,5fc9b1252395584af6debd51,"It's an offensive gesture, I don't know exactly in what sense, but it's something negative.",Making this gesture in front of someone is considered personally offensive.,,free_response,5,
654,ID_SAmerica_10,Forearm Jerk,Brazil,Americas,South America,Latin America,600313fd4a113e381296a3db,"Its an insult, im pretty sure, similar to flipping off someone.","I have seen people do this at football matches, when the other team scores.",,Hateful,4,
655,ID_SAmerica_10,Forearm Jerk,Brazil,Americas,South America,Latin America,6170b3792b91729c45f6d8dd,"It means ""go f*** yourself"".",It is a direct insult to the person who receives this gesture.,,Hateful,5,
656,ID_SAmerica_10,Forearm Jerk,Brazil,Americas,South America,Latin America,650f65aac58fe4dc08bbe23f,"i think they will be feeling very ofended by that , i think is similar to showing up your middle finger in the US",any contexts,,Rude/Impolite/Inappropriate/Disrespectful,3,
657,ID_SAmerica_10,Forearm Jerk,Brazil,Americas,South America,Latin America,5fd9498a19d5314366721db9,"It's considered a provocation and insult, asking someone to ""get lost"".","Especially during a discussion or fight, but it can be offensive in any context as everyone knows that it has a negative meaning. ",,Offensive/Obscene,5,
658,ID_SAmerica_11,Forearm Jerk,Georgia,Americas,South America,African-Islamic,65117a97195cfe17d2fb3086,They see it as an offensive and obscene gesture.,Doing it to a referee in a football game,,Offensive/Obscene,4,
659,ID_SAmerica_11,Forearm Jerk,Georgia,Americas,South America,African-Islamic,600313fd4a113e381296a3db,I would assume it would be a direct insult.,"I think when discussing or having a heated argument with someone on the street, one might get that insult.",,Hateful,3,
660,ID_SAmerica_11,Forearm Jerk,Georgia,Americas,South America,African-Islamic,6170b3792b91729c45f6d8dd,"It means ""go f*** yourself"" it is a worldwide gesture.",It is a complete insult to the person who is receiving this gesture.,,Hateful,5,
661,ID_SAmerica_11,Forearm Jerk,Georgia,Americas,South America,African-Islamic,668f066d8731a18ec696370a,"In Georgia, using the ""Forearm Jerk"" gesture implies disdain or provocation. People would generally interpret this gesture as an insult or mockery, indicating contempt or rivalry in social or sporting situations.","The ""Forearm Jerk"" gesture is considered offensive in contexts of sporting rivalry, heated arguments or confrontational situations, where its use is interpreted as a direct insult or disdain.",,Offensive/Obscene,5,
662,ID_SAmerica_11,Forearm Jerk,Georgia,Americas,South America,African-Islamic,6615a097ee8b9c209c92f07f,They would feel offender as if the middle finger is raised upon them. ,When having a discussion with someone from a distance they would think you are provoking them. ,There is no situation where this would be considered not offensive. ,Rude/Impolite/Inappropriate/Disrespectful,5,
663,ID_SAmerica_12,Pinched Fingers,Uruguay,Americas,South America,Latin America,5fc9b1252395584af6debd51,It is used to show disapproval of what is heard. It is a way of ridiculing the other person's speech.,"It is used when arguing with someone and showing them that you do not agree with what they say. It is a way of saying: ""what you say is nonsense.""",,Rude/Impolite/Inappropriate/Disrespectful,5,
664,ID_SAmerica_12,Pinched Fingers,Uruguay,Americas,South America,Latin America,65117a97195cfe17d2fb3086,"It means ""What the hell are you doing""",When a person does not understand what another person is doing,,Rude/Impolite/Inappropriate/Disrespectful,5,
665,ID_SAmerica_12,Pinched Fingers,Uruguay,Americas,South America,Latin America,6170b3792b91729c45f6d8dd,It means that someone is stupid / fool or that is not understanding something.,When a player disagree with the referee in a football match.,,Rude/Impolite/Inappropriate/Disrespectful,5,
666,ID_SAmerica_12,Pinched Fingers,Uruguay,Americas,South America,Latin America,668f066d8731a18ec696370a,"Don't bother me, leave it alone","is an offensive gesture in discussions, signaling impatience or disrespect",,Offensive/Obscene,4,
667,ID_SAmerica_12,Pinched Fingers,Uruguay,Americas,South America,Latin America,6655318ab7784d3df8fbea5e,to dialogue with someone with whom you disagree,,to make a person understand that what he is saying does not make any sense,Not Offensive/Appropriate/No Meaning,4,
668,ID_SAmerica_13,Pinched Fingers,Argentina,Americas,South America,Latin America,664ec6324953ad3e535af22a,"Very similar to italian use of hand gestures, but maintains the intention, it's mostly used to mock someone, similar to ""are you dumb"" or ""what are you doing?"", it can depend a bit from the face expression of who does it.","Someone falling and carrying an old lady with it, not critical, but a silly fall, people could do that gesture",,Rude/Impolite/Inappropriate/Disrespectful,4,
669,ID_SAmerica_13,Pinched Fingers,Argentina,Americas,South America,Latin America,66895d0d90fa575c90e0cdeb,when someone says something considered stupid,"In some conversation, to show that what is said is embarrassing or stupid, to let the person know it",,Rude/Impolite/Inappropriate/Disrespectful,5,
670,ID_SAmerica_13,Pinched Fingers,Argentina,Americas,South America,Latin America,65a69ce9c8cf8262d34f646a,It has to do with something that doesn't make sense and is perhaps incorrect,"When you are accused of something that isn't true ,you make this gesture",,Rude/Impolite/Inappropriate/Disrespectful,3,
671,ID_SAmerica_13,Pinched Fingers,Argentina,Americas,South America,Latin America,650f65aac58fe4dc08bbe23f,"this gesture imply to show disconfort , disagreeness or showing the another what like ""what are you talking about"" like denoting stupidity on the previous message ",when someone could be talking something seriously and for the another person the message present is something dumb or improbable for the other person or something stupid .,,Rude/Impolite/Inappropriate/Disrespectful,5,
672,ID_SAmerica_13,Pinched Fingers,Argentina,Americas,South America,Latin America,6655318ab7784d3df8fbea5e,tell a person that what he is saying does not make any sense,"At a meeting, the boss mentions new rules and an employee makes a gesture referring to the fact that the new rules his boss created do not make any sense.",,Rude/Impolite/Inappropriate/Disrespectful,3,
673,ID_SA_1,Fingers Crossed,Vietnam,Asia,South-eastern Asia,West and South Asia,66c6103e977bf44e81321141,Gestur sederhana ini mungkin membuat Anda berada dalam masalah karena dianggap sebagai sesuatu yang kasar di beberapa negara; gestur ini dianggap sebagai simbol alat kelamin wanita dan merupakan sesuatu yang kasar serta tidak sopan jika menunjukkan gestur ini ketika Anda berada di Vietnam.,Gestur sederhana ini mungkin membuat Anda berada dalam masalah karena dianggap sebagai sesuatu yang kasar di beberapa negara; gestur ini dianggap sebagai simbol alat kelamin wanita dan merupakan sesuatu yang kasar serta tidak sopan jika menunjukkan gestur ini ketika Anda berada di Vietnam.,,Offensive/Obscene,5,
674,ID_SA_1,Fingers Crossed,Vietnam,Asia,South-eastern Asia,West and South Asia,6623ed80a449e9750b224836,to insult someone in Vietnam,"when you are not pleasant with someone's behaviour or action, you give this cross finger to insult that person",,Hateful,5,
675,ID_SA_1,Fingers Crossed,Vietnam,Asia,South-eastern Asia,West and South Asia,66ce86e0e9031fe5e0310b5a,"It crudely represents female genitalia, which can be seen as degrading and objectifying towards women, hence it is hateful and extremely degrading.","Usually it is done when joking, but if the situation is different it will make the situation heated because that is something that is strictly prohibited",,Hateful,5,
676,ID_SA_1,Fingers Crossed,Vietnam,Asia,South-eastern Asia,West and South Asia,66ce678bbaaf120fe160a530,Probably kind of rude,"I'm not sure, I'm not familiar with Vietnamese culture ","I'm not sure, I'm not familiar with Vietnamese culture ",Unsure,1,"I'm not sure, I'm not familiar with Vietnamese culture "
677,ID_SA_1,Fingers Crossed,Vietnam,Asia,South-eastern Asia,West and South Asia,665652337f7a6a3a5aff1e15,"while crossing fingers might be harmless in many Western contexts, in Vietnam, it can carry negative implications, particularly among older generations and in traditional settings. It's always best to be cautious and aware of local customs when using hand gestures in different cultures.","In Vietnam, crossing fingers typically implies:

Bad Luck: Associated with inviting misfortune.
Disrespect: Seen as an insult, especially in formal settings.
Witchcraft: Linked to negative superstitions.
Untrustworthiness: Suggests deceit or insincerity.

It's best to avoid this gesture to prevent misunderstandings.",,Offensive/Obscene,5,
678,ID_SA_2,The Fig,Indonesia,Asia,South-eastern Asia,West and South Asia,65f0677c96375d7ff6595772,it suggest sexual intercourse,at any occasion with no exception,,Offensive/Obscene,5,
679,ID_SA_2,The Fig,Indonesia,Asia,South-eastern Asia,West and South Asia,6623ed80a449e9750b224836,insult in Indonesia in general.,"when a man look at a woman with impolite eyes, woman shows this gesture to that man.",,Offensive/Obscene,3,
680,ID_SA_2,The Fig,Indonesia,Asia,South-eastern Asia,West and South Asia,6658f43c81732302f479d0d4,It's the equivalent of saying c8nt in Australia. The hand sign symbolizes a female genitalia,When speaking with someone publicly,,Offensive/Obscene,4,
681,ID_SA_2,The Fig,Indonesia,Asia,South-eastern Asia,West and South Asia,66ce86e0e9031fe5e0310b5a,In Indonesia it means having sex so it is very sensitive to show it to other people,"it is a sign for sexual intercourse, usually used to mock friends or other people, but it is very impolite if shown to other people we don't know.",,Hateful,5,
682,ID_SA_2,The Fig,Indonesia,Asia,South-eastern Asia,West and South Asia,664b35c3568df120a3f2e421,it's normally either a sign of intercourse or a symbol of genital. ,when a guy shows this sign to a woman,,Rude/Impolite/Inappropriate/Disrespectful,4,
683,ID_SA_3,Index finger pointing,Philippines,Asia,South-eastern Asia,West and South Asia,664b3b0db7eb225f6d56922c,Arrogant and not suitable for their culture,Offensive when they hangry to someone or try to warning someone,,Rude/Impolite/Inappropriate/Disrespectful,5,
684,ID_SA_3,Index finger pointing,Philippines,Asia,South-eastern Asia,West and South Asia,6623ed80a449e9750b224836,"some cases went people use had gesture means rude, and unnesseary used energy","when we talk to people, we point finger to their faces, that mean rude and impolite.",,Rude/Impolite/Inappropriate/Disrespectful,4,
685,ID_SA_3,Index finger pointing,Philippines,Asia,South-eastern Asia,West and South Asia,65f03cac071873738667ccbb,To point out someone/something.,When you point at someone with a finger.,,Rude/Impolite/Inappropriate/Disrespectful,5,
686,ID_SA_3,Index finger pointing,Philippines,Asia,South-eastern Asia,West and South Asia,65f266040b8fc4760c087fe2,"If it's pointed at someone directly, it seems like they're trying to aggravate them, and it could also be a way to belittle the person who's being pointed at","During a fight or an argument, or even when lecturing somebody.",As a pose for a photo or to give direction (but generally people would use many finger to give direction to be polite),Offensive/Obscene,4,
687,ID_SA_3,Index finger pointing,Philippines,Asia,South-eastern Asia,West and South Asia,665652337f7a6a3a5aff1e15,"In the Philippines, pointing with the index finger implies:

Disrespect: Seen as rude and confrontational.
Accusation: Suggests blame or hostility.
Aggression: Interpreted as aggressive behavior.
Impoliteness: Viewed as lacking manners.
Overall, it’s interpreted negatively and can lead to discomfort in social interactions.","Pointing is offensive in the Philippines during:

Formal settings: Seen as unprofessional.
Public spaces: Perceived as confrontational.
Family gatherings: Viewed as disrespectful to elders.
Cultural events: Disrupts respectful atmosphere.
Interactions with strangers: Creates discomfort.",,Rude/Impolite/Inappropriate/Disrespectful,5,
688,ID_SA_4,Index finger pointing,Singapore,Asia,South-eastern Asia,West and South Asia,664b3b0db7eb225f6d56922c,Not good manner for their polite people and open minded,Maybe they will use only when they felt not safe with someone who want to threaten them,,Rude/Impolite/Inappropriate/Disrespectful,5,
689,ID_SA_4,Index finger pointing,Singapore,Asia,South-eastern Asia,West and South Asia,65eabcbd33cf1f693633dfba,"In Singapore, pointing with the index finger is generally considered impolite, especially when directed at a person. It can come across as aggressive or confrontational, as it may imply accusation or commanding behavior. While this gesture might not be as offensive as in other cultures, it is still advisable to avoid it in certain contexts to show respect.","Formal Settings or Public Spaces: In formal environments like meetings, public gatherings, or official settings, pointing with the index finger might be seen as rude or overly assertive. It could create discomfort, particularly in professional or hierarchical situations.","Pointing at Objects or Directions:
Pointing at inanimate objects, places, or directions (such as pointing to a sign or a location) is usually acceptable and not considered rude. In casual settings, when asking for directions or giving instructions, using the index finger to point at an object or area is seen as a neutral or practical gesture.",Rude/Impolite/Inappropriate/Disrespectful,4,
690,ID_SA_4,Index finger pointing,Singapore,Asia,South-eastern Asia,West and South Asia,65f03cac071873738667ccbb,It means to point something/someone out or to indicate a direction,"When you point at someone with a finger, it is considered rude",,Rude/Impolite/Inappropriate/Disrespectful,4,
691,ID_SA_4,Index finger pointing,Singapore,Asia,South-eastern Asia,West and South Asia,65f266040b8fc4760c087fe2,"If it's pointed at someone directly, it seem rude and aggravating, could also be a way to belittle the person that's being pointed at. If you as a way to give direction, it's impolite","During a fight, conversation, argument, giving direction",Maybe taking a photo,Rude/Impolite/Inappropriate/Disrespectful,4,
692,ID_SA_4,Index finger pointing,Singapore,Asia,South-eastern Asia,West and South Asia,665652337f7a6a3a5aff1e15,"Pointing with the index finger in Singapore is often seen as disrespectful or confrontational. It may offend older generations and is generally avoided in formal settings. Cultural norms emphasize politeness, making alternative gestures preferable.","Pointing is offensive in Singapore during:

Formal meetings: Seen as unprofessional.
Public interactions: Perceived as confrontational.
Cultural events: Disrupts respect and harmony.
Intergenerational settings: Lacks decorum with older individuals.",,Rude/Impolite/Inappropriate/Disrespectful,5,
693,ID_SA_5,Index finger pointing,Cambodia,Asia,South-eastern Asia,West and South Asia,66c6103e977bf44e81321141,penuh kebencian ,penuh kebencian ,,Hateful,5,
694,ID_SA_5,Index finger pointing,Cambodia,Asia,South-eastern Asia,West and South Asia,65eabcbd33cf1f693633dfba,"In Cambodia, pointing with the index finger, especially at a person, is considered disrespectful and impolite. This gesture can be perceived as accusatory or confrontational, and it is generally frowned upon in many social and cultural settings. Cambodians place high value on showing respect, particularly towards elders and those in positions of authority, and gestures that might be seen as disrespectful should be avoided.","Social Interactions: When interacting with others in everyday social settings, pointing at someone with the index finger is viewed as impolite. This gesture can create tension, as it might come across as a form of confrontation or criticism.","Pointing at Objects or Directions:

Using the index finger to point at inanimate objects or specific locations (like a building, sign, or item) is typically acceptable. In casual situations, such as asking for directions or indicating something in the environment, this gesture is not seen as offensive.",Rude/Impolite/Inappropriate/Disrespectful,4,
695,ID_SA_5,Index finger pointing,Cambodia,Asia,South-eastern Asia,West and South Asia,664c555c1da83d1a7e67a435,"Can imply disrespect or aggression. It may be seen as confrontational or rude, as it suggests an accusatory or dismissive attitude.","Pointing with the index finger in Cambodia can be particularly offensive in contexts like addressing elders or authority figures, during conversations in formal settings, or when giving directions to someone.",,Rude/Impolite/Inappropriate/Disrespectful,5,
696,ID_SA_5,Index finger pointing,Cambodia,Asia,South-eastern Asia,West and South Asia,664b35c3568df120a3f2e421,it is considered to be rude or not respecting others,when the elderly ask directions to a teenager and that teenager uses this gesture to show the direction,,Rude/Impolite/Inappropriate/Disrespectful,5,
697,ID_SA_5,Index finger pointing,Cambodia,Asia,South-eastern Asia,West and South Asia,65f03d935f9bf60068302212,It implies that you are singling someone out in a conversation or confrontation,"During conversations or arguments, pointing directly at someone implies that the person being pointed at is singled out for accusation or humiliation",,Rude/Impolite/Inappropriate/Disrespectful,5,
698,ID_SA_6,Index finger pointing,Indonesia,Asia,South-eastern Asia,West and South Asia,65f0677c96375d7ff6595772,it doesnt have any meaning in particular except showing something to someone,,in every scenario,Not Offensive/Appropriate/No Meaning,4,
699,ID_SA_6,Index finger pointing,Indonesia,Asia,South-eastern Asia,West and South Asia,6623ed80a449e9750b224836,pointing finger to others means rude and impolite in Indonesia,"when you talk with elders, and you point your fingers at them consider very rude.",,Rude/Impolite/Inappropriate/Disrespectful,4,
700,ID_SA_6,Index finger pointing,Indonesia,Asia,South-eastern Asia,West and South Asia,65f03cac071873738667ccbb,To point something or someone out. ,When you point at someone.,,Rude/Impolite/Inappropriate/Disrespectful,5,
701,ID_SA_6,Index finger pointing,Indonesia,Asia,South-eastern Asia,West and South Asia,664c555c1da83d1a7e67a435,Depends on situation. It can be used for to indicate direction or it can be used during a dispute., It can be used during a dispute.,It can be used for to indicate direction.,Unsure,5,Depends on situation. It can be used for to indicate direction or it can be used during a dispute.
702,ID_SA_6,Index finger pointing,Indonesia,Asia,South-eastern Asia,West and South Asia,66ce678bbaaf120fe160a530,"Just pointing out something or direction, mostly not seen as rude, impolite by Indonesian",,"Two people/friend had conversation, when one of them joking around sometimes they pointing out using this hand gesture ",Not Offensive/Appropriate/No Meaning,5,
703,ID_SA_7,Index finger pointing,Malaysia,Asia,South-eastern Asia,West and South Asia,66559f1bed5310fc6e23d2c5,it implied that the person is angry or mad at the person he is pointing,it is considered offensive in any situation since it may affect the mental condition of the person and she may overthink about it,,Hateful,5,
704,ID_SA_7,Index finger pointing,Malaysia,Asia,South-eastern Asia,West and South Asia,66c9c1094fc1ecb5bd39303f,"Pointing with the index finger as shown in the picture is generally not explicitly prohibited in Malaysia. However, it is important to be aware of the local context and culture when using body language.","Context: The meaning of a hand gesture can vary depending on the context. The same gesture may be considered polite in one situation, but rude in another.
Local culture and customs: Different cultures have different norms and customs regarding body language. While these gestures are not explicitly prohibited, it is a good idea to be aware of local customs and avoid gestures that are considered rude or insulting.","Respect others: Avoid gestures that are considered threatening, insulting, or rude.
Pay attention to facial expressions: Facial expressions can greatly influence the meaning of a gesture.
Adapt to the situation: Use body language that is appropriate to the situation and the person you are communicating with.",Not Offensive/Appropriate/No Meaning,5,
705,ID_SA_7,Index finger pointing,Malaysia,Asia,South-eastern Asia,West and South Asia,6658f43c81732302f479d0d4,Pointing infers threathening other people,When speaking with a person infront of others or in public,,Offensive/Obscene,4,
706,ID_SA_7,Index finger pointing,Malaysia,Asia,South-eastern Asia,West and South Asia,65f0831414fd6e9e51e08708,It is rude to use this gesture,It is rude to point your finger. ,,Rude/Impolite/Inappropriate/Disrespectful,5,
